client_id,client_reliability_label,transaction_id,contract_id,transaction_date,payment_amt,year,month,day,weekday,entity_year_established,client_reliability,count,days_elapsed
1,perfectClient,15796.277777777777,927.0,1521288903.6666667,500.9266666666667,2017.6666666666667,6.777777777777778,22.555555555555557,4.0,2006.0,1.0,1.0,30.0
2,perfectClient,21995.5,1368.0,1528934909.75,3243.7537500000003,2018.0,5.75,21.25,4.0,2001.0,1.0,1.0,20.666666666666668
3,perfectClient,12959.3,838.8,1517618663.2,213.084,2017.6,6.2,21.9,3.6,2002.0,1.0,1.0,38.888888888888886
4,perfectClient,12596.045454545454,796.0,1517129519.9545455,364.3890909090909,2017.5454545454545,6.545454545454546,25.545454545454547,3.090909090909091,2007.0,1.0,1.0,27.1
5,perfectClient,1705.5,543.0,1501322920.6666667,868.6150000000001,2017.0,7.666666666666667,8.0,2.3333333333333335,2007.0,1.0,1.0,25.0
6,perfectClient,11858.045454545454,716.4545454545455,1515731753.090909,703.0268181818182,2017.4545454545455,7.2727272727272725,20.636363636363637,4.090909090909091,2014.0,1.0,1.0,35.5
7,detrimentalClient,11539.85,836.0,1516036280.25,603.335,2017.6,5.75,17.15,2.8,2015.0,0.6896551724137931,1.0,19.77777777777778
8,perfectClient,11234.964285714286,688.6428571428571,1515121589.7857144,1050.1632142857143,2017.5357142857142,6.5,7.428571428571429,3.142857142857143,1999.0,1.0,1.0,13.807692307692308
9,perfectClient,23490.5,1539.0,1530598126.0,1629.8825000000002,2018.0,7.0,2.5,4.0,2004.0,1.0,1.0,3.0
10,perfectClient,13675.0,793.0,1518341901.5,1725.6945833333336,2017.5833333333333,6.583333333333333,24.666666666666668,3.3333333333333335,2000.0,1.0,1.0,27.363636363636363
11,detrimentalClient,13187.807692307691,813.0769230769231,1517646418.0,1947.3069230769229,2017.6153846153845,6.0,22.692307692307693,3.0,1999.0,0.9285714285714286,1.0,29.5
12,perfectClient,23335.833333333332,1493.0,1530295738.0,5991.666666666667,2018.0,6.333333333333333,19.0,1.6666666666666667,2000.0,1.0,1.0,15.0
13,perfectClient,4186.95652173913,493.0,1505127038.652174,197.10130434782607,2017.0,8.73913043478261,18.782608695652176,2.130434782608696,2002.0,1.0,1.0,24.333333333333332
14,perfectClient,16689.5,1038.0,1522789709.4285715,1139.28,2018.0,3.857142857142857,7.285714285714286,3.142857142857143,2002.0,1.0,1.0,27.666666666666668
15,perfectClient,1748.5,97.0,1501438121.0,243.75,2017.0,7.0,30.0,6.0,2005.0,1.0,1.0,
16,perfectClient,17714.5,1121.0,1524116311.1666667,1248.605,2018.0,3.8333333333333335,23.5,3.6666666666666665,2009.0,1.0,1.0,23.8
17,perfectClient,9868.5,624.0,1513333066.3076923,88.84153846153846,2017.4615384615386,6.538461538461538,12.615384615384615,3.1538461538461537,2012.0,1.0,1.0,27.833333333333332
18,perfectClient,12888.75,769.0,1517463513.5833333,436.11125,2017.5833333333333,6.583333333333333,14.5,3.6666666666666665,2012.0,1.0,1.0,27.454545454545453
19,perfectClient,6892.928571428572,397.0,1509175022.2857144,335.415,2017.142857142857,8.285714285714286,27.428571428571427,3.5714285714285716,2000.0,1.0,1.0,30.5
20,perfectClient,18817.166666666668,1162.0,1525499322.6666667,504.16333333333336,2018.0,4.666666666666667,14.5,4.5,2010.0,1.0,1.0,24.8
21,detrimentalClient,1486.25,121.0,1501070915.5,237.5,2017.0,7.5,10.25,3.5,1999.0,0.6666666666666666,1.0,11.333333333333334
22,perfectClient,13595.5,857.0,1518551423.2,475.0005,2017.6,6.4,26.6,3.2,2010.0,1.0,1.0,26.88888888888889
23,perfectClient,245.5,29.0,1499191687.0,280.0,2017.0,7.0,4.0,1.0,2000.0,1.0,1.0,
24,detrimentalClient,5354.875,351.0,1506965454.375,95.835,2017.125,8.0,17.25,1.75,2016.0,0.8888888888888888,1.0,25.714285714285715
25,detrimentalClient,18808.882352941175,1040.0,1525240048.264706,533.1370588235294,2018.0,4.4411764705882355,17.794117647058822,3.1470588235294117,2016.0,0.6538461538461539,1.0,11.285714285714286
26,detrimentalClient,18271.071428571428,1151.0,1524764578.857143,2271.43,2018.0,4.428571428571429,13.285714285714286,3.0,2011.0,0.875,1.0,19.666666666666668
27,perfectClient,11848.433333333332,729.0,1515974433.4333334,1281.3886666666667,2017.6,6.066666666666666,7.133333333333334,3.466666666666667,2000.0,1.0,1.0,26.5
28,perfectClient,3235.0,239.0,1503705224.5,143.75,2017.0,8.5,10.0,2.5,2003.0,1.0,1.0,30.333333333333332
29,perfectClient,11467.346153846154,686.0,1515466488.8461537,587.303076923077,2017.5384615384614,6.615384615384615,6.846153846153846,3.076923076923077,1999.0,1.0,1.0,27.833333333333332
30,detrimentalClient,6756.310344827586,373.0,1509047882.9655173,515.8062068965517,2017.1379310344828,8.620689655172415,17.586206896551722,3.586206896551724,2001.0,0.6590909090909091,1.0,12.285714285714286
31,perfectClient,19899.5,1230.0,1526718769.6,2788.3360000000002,2018.0,5.2,12.2,3.2,2004.0,1.0,1.0,22.75
32,perfectClient,12667.40909090909,800.0,1517208065.0,451.89272727272726,2017.5454545454545,6.545454545454546,26.454545454545453,2.727272727272727,2004.0,1.0,1.0,27.2
33,perfectClient,11685.57142857143,712.5714285714286,1515754026.4285715,488.2142857142857,2017.5,6.857142857142857,16.857142857142858,3.2142857142857144,2005.0,1.0,1.0,26.76923076923077
34,perfectClient,21343.75,1341.0,1528330134.75,3231.255,2018.0,5.75,14.25,4.0,2014.0,1.0,1.0,21.0
35,perfectClient,14836.833333333334,943.0,1520280905.6666667,1781.6666666666667,2017.7777777777778,5.222222222222222,17.444444444444443,2.4444444444444446,2016.0,1.0,1.0,26.5
36,detrimentalClient,1974.0,92.0,1501783726.5,93.33,2017.0,7.5,18.5,3.0,2015.0,0.6666666666666666,1.0,6.0
37,perfectClient,25507.5,1642.0,1532455689.0,10050.02,2018.0,7.0,24.0,1.0,2015.0,1.0,1.0,
38,perfectClient,12758.166666666666,773.8,1517086589.7666667,1216.3886666666667,2017.6,6.333333333333333,11.866666666666667,3.7333333333333334,2014.0,1.0,1.0,26.785714285714285
39,perfectClient,11976.92857142857,717.5714285714286,1516210970.2857144,938.092857142857,2017.5714285714287,6.142857142857143,17.857142857142858,3.5,2015.0,1.0,1.0,26.384615384615383
40,perfectClient,12436.5,757.9230769230769,1516689372.0,1278.1246153846155,2017.5384615384614,6.769230769230769,16.53846153846154,3.769230769230769,2003.0,1.0,1.0,28.416666666666668
41,perfectClient,12357.3,752.5333333333333,1516631555.7666667,1251.5263333333335,2017.6,6.333333333333333,6.6,3.1333333333333333,2002.0,1.0,1.0,28.0
42,perfectClient,10837.884615384615,666.0,1514542663.6153846,421.15384615384613,2017.4615384615386,6.538461538461538,26.615384615384617,3.1538461538461537,2005.0,1.0,1.0,27.75
43,perfectClient,12286.5,748.7857142857143,1516433145.5714285,1839.732142857143,2017.5714285714287,6.5,9.571428571428571,3.5714285714285716,2014.0,1.0,1.0,28.0
44,detrimentalClient,25064.5,1604.0,1532052537.0,1027.7833333333333,2018.0,7.0,19.333333333333332,1.0,2015.0,0.75,1.0,3.0
45,perfectClient,8927.136363636364,539.0,1512102615.1363637,287.5,2017.4545454545455,5.909090909090909,19.90909090909091,1.5454545454545454,2006.0,1.0,1.0,30.1
46,detrimentalClient,11291.051282051281,680.1794871794872,1515056448.2564104,1244.1520512820514,2017.4358974358975,7.256410256410256,20.128205128205128,2.8205128205128207,2014.0,0.8125,1.0,18.789473684210527
47,perfectClient,9049.7,504.0,1512244585.2,1054.165,2017.4,6.7,17.4,3.7,2015.0,1.0,1.0,30.11111111111111
48,perfectClient,20935.25,1329.0,1527941334.0,1631.2424999999998,2018.0,5.75,9.75,4.75,2017.0,1.0,1.0,20.333333333333332
49,perfectClient,18154.928571428572,1095.0,1524542401.857143,1139.28,2018.0,4.142857142857143,18.714285714285715,3.4285714285714284,2000.0,1.0,1.0,25.0
50,perfectClient,19915.75,1276.0,1526774914.25,1631.2424999999998,2018.0,4.75,26.5,3.5,2010.0,1.0,1.0,20.333333333333332
51,detrimentalClient,6777.166666666667,426.0,1509087300.6666667,241.66500000000002,2017.2222222222222,7.666666666666667,16.11111111111111,3.5555555555555554,2017.0,0.8999999999999999,1.0,26.25
52,detrimentalClient,3375.75,392.0,1503791599.5,950.4525,2017.0,8.25,18.75,1.75,2013.0,0.5,1.0,34.0
53,detrimentalClient,13115.9,745.2,1517651074.6,281.222,2017.6,6.333333333333333,18.333333333333332,3.2666666666666666,2014.0,0.9375,1.0,25.0
54,perfectClient,12474.033333333333,736.6666666666666,1516833154.6333334,628.3299999999999,2017.6,6.2,12.933333333333334,3.6,2015.0,1.0,1.0,26.428571428571427
55,detrimentalClient,13747.285714285714,785.6,1518440193.1714287,651.4265714285715,2017.6571428571428,6.0285714285714285,15.742857142857142,3.2,2016.0,0.8536585365853658,1.0,21.625
56,detrimentalClient,11281.31111111111,718.4,1514920673.711111,2703.0537777777777,2017.5111111111112,6.533333333333333,12.977777777777778,3.4,2000.0,0.9375,1.0,17.95
57,perfectClient,11280.033333333333,702.8,1515219874.2,610.2746666666666,2017.4666666666667,7.266666666666667,10.4,3.1333333333333333,2000.0,1.0,1.0,26.142857142857142
58,perfectClient,22503.0,86.0,1529604530.0,353.1499999999999,2018.0,6.0,21.333333333333332,3.0,2000.0,1.0,1.0,22.5
59,perfectClient,23277.0,1531.0,1530295727.0,8262.5,2018.0,6.5,14.0,4.0,2001.0,1.0,1.0,4.0
60,perfectClient,24506.5,1591.0,1531548560.0,5520.842500000001,2018.0,7.0,13.5,4.5,2002.0,1.0,1.0,3.0
61,perfectClient,7209.611111111111,441.0,1509730107.4444444,386.66499999999996,2017.3333333333333,7.0,3.4444444444444446,4.0,2006.0,1.0,1.0,30.375
62,perfectClient,18665.5,1153.0,1525268924.0,1248.605,2018.0,4.666666666666667,11.833333333333334,3.0,2012.0,1.0,1.0,24.4
63,perfectClient,8402.772727272728,469.45454545454544,1511262179.9545455,2649.7727272727275,2017.3636363636363,6.7272727272727275,18.545454545454547,3.909090909090909,2013.0,1.0,1.0,27.1
64,perfectClient,13952.7,874.0,1519130664.2,475.0005,2017.7,6.2,2.9,3.6,2004.0,1.0,1.0,26.88888888888889
65,detrimentalClient,15871.0,897.0,1521459514.4166667,951.9445833333333,2017.75,6.083333333333333,15.25,3.25,2016.0,0.8571428571428571,1.0,21.545454545454547
66,perfectClient,17806.64285714286,1085.0,1524159778.5714285,2267.8585714285714,2018.0,4.142857142857143,14.285714285714286,4.0,2000.0,1.0,1.0,25.166666666666668
67,perfectClient,10555.772727272728,576.0,1514325452.6363637,241.665,2017.4545454545455,6.545454545454546,26.363636363636363,3.090909090909091,2017.0,1.0,1.0,30.3
68,perfectClient,23194.166666666668,1484.0,1530209337.6666667,7980.546666666666,2018.0,6.333333333333333,18.0,3.0,2002.0,1.0,1.0,15.0
69,perfectClient,23469.833333333332,1495.0,1530439738.6666667,7980.546666666666,2018.0,6.333333333333333,20.666666666666668,3.3333333333333335,2005.0,1.0,1.0,15.0
70,detrimentalClient,3903.3888888888887,314.0,1504720120.3333333,383.33,2017.0,9.0,6.444444444444445,3.5555555555555554,2006.0,0.75,1.0,18.0
71,perfectClient,23919.0,1570.0,1530943745.0,8262.5,2018.0,7.0,6.5,4.5,2006.0,1.0,1.0,3.0
72,detrimentalClient,10045.423076923076,532.0,1513598906.9230769,527.08,2017.4615384615386,6.384615384615385,20.384615384615383,2.4615384615384617,2004.0,0.8666666666666667,1.0,25.083333333333332
73,perfectClient,15955.75,998.0,1521891507.375,1057.2862499999999,2018.0,3.625,3.75,3.875,2010.0,1.0,1.0,25.857142857142858
74,perfectClient,12527.73076923077,714.0,1516729249.5384614,670.3846153846154,2017.5384615384614,6.615384615384615,21.46153846153846,3.1538461538461537,2010.0,1.0,1.0,27.583333333333332
75,perfectClient,6503.071428571428,385.0,1508570220.142857,470.83000000000004,2017.142857142857,8.285714285714286,20.428571428571427,3.5714285714285716,2012.0,1.0,1.0,30.333333333333332
76,detrimentalClient,9653.782608695652,456.0,1513223407.7391305,100.43304347826087,2017.4782608695652,6.130434782608695,17.695652173913043,2.739130434782609,2000.0,0.8214285714285714,1.0,23.3
77,perfectClient,8914.9,503.0,1512175463.2,191.665,2017.4,6.7,16.6,3.6,2011.0,1.0,1.0,30.22222222222222
78,detrimentalClient,19224.115384615383,1123.0,1525882120.7692308,705.7661538461538,2018.0,4.884615384615385,12.076923076923077,2.1923076923076925,2009.0,0.6666666666666666,1.0,10.083333333333334
79,perfectClient,11646.735294117647,735.0588235294117,1515428563.4117646,1203.8735294117648,2017.5294117647059,6.529411764705882,12.470588235294118,3.235294117647059,2008.0,1.0,1.0,23.6875
80,perfectClient,18178.5,1132.0,1524678517.75,2484.724166666667,2018.0,4.666666666666667,5.0,2.0,2000.0,1.0,1.0,24.0
81,perfectClient,13145.136363636364,807.0,1517867522.5454545,2143.181818181818,2017.6363636363637,6.454545454545454,3.8181818181818183,4.0,2006.0,1.0,1.0,27.2
82,perfectClient,16661.785714285714,1053.0,1522764507.857143,1139.28,2018.0,3.142857142857143,28.428571428571427,2.857142857142857,2013.0,1.0,1.0,25.166666666666668
83,perfectClient,9179.857142857143,464.0,1512417082.8095238,661.7047619047619,2017.4285714285713,6.666666666666667,10.047619047619047,4.095238095238095,2013.0,1.0,1.0,30.7
84,perfectClient,1716.5,104.0,1501438121.0,95.0,2017.0,7.0,30.0,6.0,2006.0,1.0,1.0,
85,perfectClient,22904.166666666668,1467.0,1529950146.6666667,4352.2699999999995,2018.0,6.333333333333333,15.0,4.666666666666667,2000.0,1.0,1.0,15.5
86,perfectClient,20827.7,1265.0,1527651870.6,4175.0,2018.0,5.2,23.0,4.2,2015.0,1.0,1.0,22.5
87,perfectClient,9577.136363636364,560.0,1513037311.4545455,338.33000000000004,2017.4545454545455,6.545454545454546,11.454545454545455,3.4545454545454546,2015.0,1.0,1.0,30.5
88,detrimentalClient,7074.238095238095,648.0,1509462846.8095238,579.3666666666667,2017.2380952380952,7.476190476190476,20.61904761904762,3.238095238095238,2016.0,0.7,1.0,18.1
89,perfectClient,15198.8,910.0,1520573550.4,849.0,2017.7,6.2,19.6,2.8,2014.0,1.0,1.0,26.88888888888889
90,detrimentalClient,10502.8,3.0,1513921466.2,536.7,2017.3,8.6,15.7,2.1,2015.0,0.8333333333333334,1.0,36.714285714285715
91,perfectClient,10757.961538461539,666.0769230769231,1514409752.2307692,985.2561538461539,2017.4615384615386,6.769230769230769,18.0,3.230769230769231,2004.0,1.0,1.0,27.416666666666668
92,perfectClient,11760.125,724.0,1515854088.40625,1789.1890624999999,2017.625,5.5,13.5625,3.5625,2000.0,1.0,1.0,24.666666666666668
93,detrimentalClient,13664.74074074074,515.0,1518548109.0185184,174.4685185185185,2017.6851851851852,5.777777777777778,14.62962962962963,2.0925925925925926,2000.0,0.8307692307692308,1.0,10.935483870967742
94,detrimentalClient,12910.038461538461,734.0,1517387222.5384614,587.303076923077,2017.6153846153845,6.076923076923077,17.307692307692307,2.1538461538461537,2000.0,0.9285714285714286,1.0,25.333333333333332
95,perfectClient,23589.5,1502.0,1530554914.3333333,5991.666666666667,2018.0,6.333333333333333,22.0,4.666666666666667,2002.0,1.0,1.0,15.5
96,perfectClient,14167.8,876.0,1519372585.15,568.5,2017.7,6.2,5.7,2.2,2004.0,1.0,1.0,26.77777777777778
97,perfectClient,9374.681818181818,559.0,1512652433.909091,966.6650000000001,2017.4545454545455,6.454545454545454,9.818181818181818,3.4545454545454546,2006.0,1.0,1.0,33.888888888888886
98,perfectClient,9435.26923076923,596.0,1512734907.9230769,421.15384615384613,2017.4615384615386,6.538461538461538,5.6923076923076925,2.6923076923076925,2011.0,1.0,1.0,27.75
99,detrimentalClient,11423.4375,671.3125,1515233532.09375,750.93375,2017.5,6.625,17.9375,3.375,2011.0,0.9411764705882353,1.0,26.928571428571427
100,detrimentalClient,8229.59090909091,481.0,1511222580.0,96.66499999999998,2017.3636363636363,7.0,9.727272727272727,3.4545454545454546,2011.0,0.9166666666666665,1.0,30.11111111111111
101,detrimentalClient,10362.5625,630.875,1513813344.375,2627.355625,2017.5,6.375,9.0625,3.5625,2013.0,0.8888888888888888,1.0,23.533333333333335
102,perfectClient,12657.92857142857,761.6428571428571,1516963889.2857144,1108.93,2017.5714285714287,6.642857142857143,11.357142857142858,4.214285714285714,2013.0,1.0,1.0,26.46153846153846
103,detrimentalClient,15032.227272727272,913.0,1520451672.5,185.60636363636362,2017.7272727272727,5.818181818181818,19.727272727272727,2.727272727272727,2014.0,0.9166666666666665,1.0,26.666666666666668
104,perfectClient,1412.5,36.0,1500833314.0,916.6650000000001,2017.0,7.0,23.0,6.0,2002.0,1.0,1.0,
105,detrimentalClient,5842.833333333333,285.0,1507584800.1666667,427.0833333333333,2017.0,9.666666666666666,19.166666666666668,1.3333333333333333,2008.0,0.631578947368421,1.0,11.7
106,perfectClient,91.5,16.0,1499018884.0,420.0,2017.0,7.0,2.0,6.0,2014.0,1.0,1.0,
107,perfectClient,22251.25,1392.0,1529194109.5,1631.2424999999998,2018.0,5.75,24.25,3.5,2004.0,1.0,1.0,20.0
108,perfectClient,20541.25,1312.0,1527444516.0,4856.25,2018.0,5.75,4.0,2.5,2016.0,1.0,1.0,20.333333333333332
109,detrimentalClient,6101.409090909091,417.0,1508096799.2727273,95.82999999999998,2017.1818181818182,7.818181818181818,14.909090909090908,3.5454545454545454,2005.0,0.7857142857142857,1.0,20.3
110,detrimentalClient,11858.611111111111,636.8888888888889,1515937512.3611112,218.88888888888889,2017.5555555555557,6.333333333333333,14.777777777777779,3.111111111111111,2015.0,0.8571428571428571,1.0,21.235294117647058
111,perfectClient,615.0,48.0,1499710095.5,916.6650000000001,2017.0,7.0,10.0,3.5,2001.0,1.0,1.0,12.0
112,detrimentalClient,5070.375,10.0,1506393663.75,157.93416666666667,2017.0416666666667,8.833333333333334,15.583333333333334,2.125,2008.0,0.8888888888888888,1.0,8.173913043478262
113,perfectClient,12373.142857142857,745.1428571428571,1516543970.2857144,2124.402857142857,2017.5714285714287,6.285714285714286,17.428571428571427,3.857142857142857,2006.0,1.0,1.0,28.307692307692307
114,perfectClient,1766.5,100.0,1501438122.0,335.415,2017.0,7.0,30.0,6.0,2010.0,1.0,1.0,
115,detrimentalClient,12214.142857142857,706.0,1516414366.2857144,749.7571428571429,2017.5714285714287,6.142857142857143,20.142857142857142,3.357142857142857,2008.0,0.9333333333333333,1.0,26.307692307692307
116,perfectClient,15317.1,920.0,1520677224.3,1316.5005,2017.7,6.2,20.8,3.3,2010.0,1.0,1.0,27.0
